title,source,country,bias,search_keyword,final_sentiment_score,sentiment_intensity_score,vader_score,google_score,huggingface_score,url
"US inflation cooled in February, but Trump’s tariff plans and trade war loom",CNN,US,liberal,interest rate hike,0.1541166156578064,0.4,0.03344999999999998,0.3499999940395355,0.0036830902099609375,https://news.google.com/rss/articles/CBMijAFBVV95cUxQWkNncUMzSVJ3Q1JmVEZ6THdXVURxUmlWcWVySWFSQ1FKWmluZEF1SmYtTjAzbHJId1g5U3BZSVVReW5YSUtDd2tCV2dtWGxyMW9YZVdtVWVzSHBJc3JJNVl5ZUNpSURnaW5IbnEyZkJUNVh5a0l4V3FMQXZzQll2Rmg2eGJmeEh1YkN1MtIBgwFBVV95cUxNOExkV2x4emZheVZWZW5TQldXcmtTRDdPWU5QWjVCbTVqWWRXRUMwMl9iWTBpazlIemx3OTMxLWZtaWV5SndzTFRrVjh5bXBDbEZrM0VlTng3aVcwYVZabkhiNlAtc2s5Rm10S29mZy1zMGljVmRnMkZhckxkVzFlNGFDcw?oc=5
Dr Oz to face Senate grilling on Capitol Hill in bid to run Centers for Medicare and Medicaid,Fox News,US,conservative,interest rate hike,0.3836571738123894,0.7,0.5,0.44999999925494194,0.01828587055206299,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPLTVrZW5UcUVIRGZ4ZzJJMTNLOWFNYlFSQ2lqQUZDRHhLZG5GeWx4bmNURWRGYnRhaTdJOUltTEl5NjFvN3RmV2tDYU1qSXRsbmViZW9fN1d4dDBQeWVaOTVvUTdWY1hTMzdTbHhPVTdGTngwOGpSN0lfV2h6TS1rb0VDYmVxRGJtcFRwSzBiMGJNNFFDNnlfT1dLMWNfeTAzcTNFdnNfQTNINVnSAbABQVVfeXFMT3VZWndHYWlXOXFiRnZ5cmdmNHUwdkRLS0tOb28wc3cwblJKWnVmWGt1azNBY2pSbDhzdDBGNlNEc19NT21ETzFKUmxDS1JiUTlwb3EyWHZ4Tnp5X3lBQmtLQmtNZGszeGdhNEQ5VGZTc0h4dnZ5NVlvYjRrQnBRcHU0VWY3ZEx3T181aV9Kb1Y4NHI3VmRmVWp2NVl3cFo5dFp5R3dqa1BzQmxiSUFRQTk?oc=5
Fox News,Fox News,US,conservative,interest rate hike,0.4203857019543648,0.6,0.5,0.5500000007450581,0.0019285082817077637,https://news.google.com/rss/articles/CBMiPEFVX3lxTE5JVktHWXpPcEVUa1RjNkRsbnVraExKUkxSc3d5cE9xUEN6UTdCX09feVBFWU9OUUxwTkxfQw?oc=5
Turkey appoints new central bank leader who aims to curb inflation through interest rate hikes,Fox News,US,conservative,interest rate hike,0.5491243836212157,0.6,0.8592,0.5,0.0272219181060791,https://news.google.com/rss/articles/CBMirgFBVV95cUxOOFpfNXU0UmJKbXZIMzQ3RW1tRlpqNmhFeTFWUURuTTRjZHN3TUNiU3NmMjhrMlB2ZnBDMkhYNGc5UG00Vjh2MmlyUW1BZmxua1QwZnRtczdDa0lkQ0IxWWxoVU5ETU4yYmZlcC1WelpXWTdfREZwbkR1cFgtMFlUWmgyZU5iOGZSdDBaTmJORTFwdTlHS1NoN3hIdFV5NVN4STFsWjFHbGRORFJWVnfSAbMBQVVfeXFMTlVYV08zbVd4RTdXd0hDYkd1S2UwZHVMSzJvc2lwUkVlMl9teTExeVhHOUZhNVdxMUpIYWYtZlprUXZ2eDkxdUs0Ymdnc0E3eDE2Um5DVWJMc005WUxqaFVwbU1nZ0o3anJjUDJSNHRJVjRWYTRRa2Zya1RwSThLanZ0ZFlhYlJKYUp2N24xQUViVVpVRlIwM3hVTHZBQm9FQlFGdzZMN2o3ajNUT2hmcVpOdTg?oc=5
Fed indicates interest rates will be raised higher in 2023: Grady Trimble,Fox News,US,conservative,interest rate hike,0.5243759196925163,0.7,0.8592,0.44999999925494194,0.003479599952697754,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9RS252WlhTVmhBZ0NBWnNucnlyR2FWLXdiclJHQm14R1NoQzJVazFYaGk4dXA5akZVRlJYekZjcTdlTzhVMFp5Y1l1Y3FWY2dYVVBSM1FB?oc=5
"'Your World' on the Fed's rate decision, stock market reaction",Fox News,US,conservative,interest rate hike,0.4024606585502625,0.6,0.5,0.5,0.012303292751312256,https://news.google.com/rss/articles/CBMijwFBVV95cUxPc1dGQUVkTDJ4X0lpeGwyVEN0Y0h4MWJXRWoyTUt1ZWhoQ1A5YkJ2YnlpRHNCSmRWRjNRdjN6LUlHaTVnSFZYZVNxY2JJLVg5eTF4WGtLQnJVSmc2WVVGV2hTMmN0MjdGT3Y1S2lIQ2JjX2tOQjZIOFpTbHVGeG1YSXlXNm56QmdoRmgzNklCONIBlAFBVV95cUxQYnRjZkRxWnNuc3d4WXhmZjVLb3JWRjNHc2tuTjlCSlpsRHMxMDJoQW8zV0pyZnNEdndsZnRkeHl1cVRWaFBxeUVuZmR4WkdtSFNXTkRnRG5ObVdwc2huZkR0TzZNS3VteTllRHJFRnZjMGMyek9NUGpOaXdRWlJTVnlWQVZBQzZiZ3c5d2NoZHVMZDVp?oc=5
BOJ Watchers See Gradual Rate Hikes With Higher Terminal Rate,Bloomberg,US,neutral,interest rate hike,0.4004087924957276,0.6,0.5,0.5,0.0020439624786376953,https://news.google.com/rss/articles/CBMisgFBVV95cUxOSU5BbElCNnR6Y0ZadEsybi1YLUNMSmFBcDRMNlR6Zno2NGw4eE9UTWpua0x1SWhRYkNTZUNtZ2lrbmY1aTBrcV9RNURrTmlTRGpucl9rZUhrUktQTXQzdE9QekRma1hHMDdOc0pmZVp1d0pucmZ3WFdNOFhVT3ZGT25QVmVraDdSTmZ5eEw5TkRnbGhRUnJzSHIwVmZTUWtPZzJmcU8yOENsR29oUkpnV1dn?oc=5
"BOJ’s Next Rate Hike Is Likely in June, Ex-Official Momma Says",Bloomberg,US,neutral,interest rate hike,0.400242292881012,0.6,0.5,0.5,0.0012114644050598145,https://news.google.com/rss/articles/CBMisAFBVV95cUxNWi1jTzlzRUZuRGFmUGp2RjZYeGNMdll1bEZRcXdWSXJTQUh5eWNqZFpoV1RSdmJPWXc2RjNHTFlFRXRFMENRcTZYd1dIQ2tOT2V3U2NIY3pYcXVibW96MzdTOUEySFpsaWVvR2VXN0RwaW9fSDA4MWtPcHN4SlpyXzAwa2NkTEVuQlN4aS05UzRiV0V6a2FGLUZlQURiT2N4LVoxR3c1WUFkZG9OVkVlUw?oc=5
Japan 10-Year Yield at Highest Since 2008 on Bets for BOJ Hikes,Bloomberg,US,neutral,interest rate hike,0.40126501321792607,0.6,0.5,0.5,0.006325066089630127,https://news.google.com/rss/articles/CBMitAFBVV95cUxOMHBCcGtsOHVCRVRsOTQtRmdVSTZYTWNOQkFFdW9EZktaWGxZOFM5OWpiNHdVMEllUURqMXVIejFDUXNTU3kwMkdBZXJfRVdwaGhYc2YtZkpvMTkzNXRETzlMTUNqal9YU0tQeV8wWW5PbzBGNjRxY01YMW8tUnZFbVBHU0ZTVHNFaUNuOWg5Zl9VdWRDOFRoNjczMWY5d2tkbGNCVTBhQzAycnlxT0l5THFEdW4?oc=5
Japan’s Key Union Rengo to Unveil Wage Deals Closely Watched by BOJ,Bloomberg,US,neutral,interest rate hike,0.40068691968917847,0.6,0.5,0.5,0.003434598445892334,https://news.google.com/rss/articles/CBMisgFBVV95cUxOU2ttVDU3djNhQVVmZC05Z3JpMFlNRG9QMVBCOUhFM0gtUVo3amx4cHdFY1NRWV9uWnJGVFB1aVNaTWp5QVlhc21WaEh3VnNfQjl0c3VJZlh2VmNMcVIyd3RQMm1TbVhsUjdsYTlTbHNNRFotVHFHcTNyYVVId1ZrUE1NX0djN1B1ajAzdWpVU1VyV2pFRXlWV0FqVUFHM3gwenJCQVNrajUzaEsxUHRyNG9R?oc=5
Stocks Rise Before Trump Meets CEOs as Tesla Jumps: Markets Wrap,Bloomberg,US,neutral,interest rate hike,0.40031880140304565,0.6,0.5,0.5,0.0015940070152282715,https://news.google.com/rss/articles/CBMilAFBVV95cUxQcldsS2xBampNQzZtcG1IUF9FeGppT1NTQlRkV0Z6TmVRRHhqOE80VmRBWVFtUXUtU0xKQl84MW1xOFpKeGczbWVmb2RBVG9PYUJodVI0MWhtb25JaVVqaWV5M1BQWlE4Smo3U3hVd28ybmc0cVQ0SHdxazg2amEtTGFLam5TdEtMRzRHY09LeE1OdC05?oc=5
"BOJ set to hold rates this month, hike to 0.75% in Q3, most likely July: Reuters poll",Reuters,US,neutral,interest rate hike,0.38018503636121753,0.6,0.5,0.44999999925494194,0.0009251832962036133,https://news.google.com/rss/articles/CBMitAFBVV95cUxObG94dXhiUmlqeUM0NV9oa3dRQ0xnZVFiSzF1U3RXbGgyZ3oxdFRuTmFOUXUzOS13UjNDWHlWdEFiLTB3YzgxN3EwQ00zQTdnTExkWVAxM3Q2dmlDQkt6emtIOVlIcWJNTGdodVlzQXhKSXFrVkNsNzlIRkNNQjBkS29XNXdOMjlZazNrTG5McmxCMlZrUHZicl9GR01aRExZZC03Z2FvWTM1UVlQNDBlR2NlSlk?oc=5
"Powell says tariffs could feed inflation, Fed must wait to determine the impact",Reuters,US,neutral,interest rate hike,0.3601637095212936,0.5,0.5,0.3999999985098839,0.0008185505867004395,https://news.google.com/rss/articles/CBMipwFBVV95cUxQZlgxZWpWOTQ5SlVHVDVQN203a2t2NjM3Y2R4aVVmN0Z4SlNfbHBLdmNlaGx6X2did3VyX2l3MHdodEVZZkdKc2lKbTllUXlCYTNJQjNaQ0wwQU9kcVBydW0wLWtCY2hhWVlQcTNsZXVNaG16cm5GejFpYnFRVGpPby1EYjFwSU5qT1FkbUxQMGNHcFRnckprUHVuMHBuUS1PLU5lem80RQ?oc=5
Cooler inflation paves way for Fed to resume rate cuts in June,Reuters,US,neutral,interest rate hike,0.2947861115074158,0.6,0.23665000000000003,0.5,0.0006305575370788574,https://news.google.com/rss/articles/CBMirwFBVV95cUxPcnlEc05XYTFxMHVIenIzck1NZGc5ODJ4UmpRak5hMVdlTW5rTHBlYk9BWE9UdzhVZzc5M1VKLXRaYmNlOUt6SUJUWmJUNUVGRDZXZFljNUl0bjh5cEdMWGM2N0NRYlV4dm9ualhoM3h2YS1BX1RYLThOeV83WVphRE04WGEyZHh4ZC1oV01ENjY4U2dDR04tak44NmlaUGkzakVTWXVlTlpRdm1pM2ZN?oc=5
"BOJ unfazed by rising bond yields, signals resolve to keep hiking rates",Reuters,US,neutral,interest rate hike,0.5488760291981697,0.7,0.81845,0.5500000007450581,0.007480144500732422,https://news.google.com/rss/articles/CBMirgFBVV95cUxOYkdwVV9NbUdrQWU3ZW5JNzdJQzNPcnFKVGdLOUF4dHdfR2Y1dHVQZEVwcGZuZnY1ZzlFVHQtU3J2c1NlRkpXdGhkeHEtUlpJeVJyRmEtdGpFMlhvNEhiODMyTW5ud2EyV1F4eWc2MlZOQWMycFpyWHItNWNMM1ZNM2tpbWVtWHVfSVp6RUpING1nb3VMYlFJZWJ3cDJFMXVxVzNNS1BabklMdzYzWnc?oc=5
"Japan's wholesale inflation hits 4%, keeps BOJ rate-hike bets alive",Reuters,US,neutral,interest rate hike,0.663863619492054,0.5,0.6909,0.5500000007450581,0.8375180959701538,https://news.google.com/rss/articles/CBMiswFBVV95cUxQa2dGMlFGZGpQNkpsSXg0eEhpbUUxRERBaXdURlVlTU5IM2xJQXpWbmNDN1R0MzN3RlNESkZ6bHNsR1hPWmVjd2dncnNNQ05wMV9LZE9uRmhvRUZsR2JCUDlldTRuZjFWMlJaSjk2R0p5Wkcxb2JFekNHcUI2aVdxNGJ2Q01CR3UzdlFMcXAtRmNRM3ZrRzhOaWZXTUNFeW51dndnVnllNG1HaGstbEQwd0pmNA?oc=5
European markets soar as Germany moves to lift ‘debt brake’ and raise defence spending,The Guardian,UK,liberal,interest rate hike,0.5728731727218628,0.6,0.60115,0.5,0.662065863609314,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQXzI5UGl5dVh3YWNBZ2c4dzQ2OTVaYTU5bkFURmxCcnFpNkNBMFpVMFNNUTlkLU5peER3NHFqRDZYbERWVU8xVmJLdXV0YmFVU1M4NlBYOVlvTjhRRDlKc1pNaG1Pb0ZBZF84WDFEc3N0WmVHdFREZFpiT25Pdy1nc3U3WXRSbldEdy1aU2VTUmZ2REpsUmtJdmtHbmV5S1JoR2phOTY4RzloQWZ5RGdhM21Hd0pXclllb2tOQXpzLUlmQQ?oc=5
"US dollar hits three-month low as trade war sparks ‘Trumpcession’ fears, and FTSE 100 slides – as it happened",The Guardian,UK,liberal,interest rate hike,0.1703758880376816,0.4,0.025749999999999995,0.3999999985098839,0.0003794431686401367,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOdUZESkRGbGpQUkQtYlJ4aGJoNmZidE5Udi11cF9kTVJWNWRRaDlkQ25VRV8zQWRiTWZmNlVtWjlxRnpXZFRfVjBBdE1jN0NsQXg1cEtfMGFYeVVTOWJBbG5ZQVVkX0RPOFJBbWQzWGZHTGVXYk5ULW5QSnJ2VGd4YjV6Q2JhUHRVR0NZdXkySlhZd3c4bjFwakphT2NBTktUQ1NRZl9aZ3VSUHQtdVNySnlZekg5dUJLeHg2em5KcEtUeGcxVmlZOWJoNmx5OTE1UHNVbE53?oc=5
European shares reverse gains as trade war fears escalate – as it happened,The Guardian,UK,liberal,interest rate hike,0.2348512279200554,0.3,0.13245,0.44999999925494194,0.009356141090393066,https://news.google.com/rss/articles/CBMinwJBVV95cUxOYnE0Q1RPa2t6aENKNEJMODVMSXAwemJCN2JxTXV3NzVVYVlmUzVUam1OOUlucXEwWXB4VWtfc0N2S2FFZU5Udy1UR1dERllFQ25lSDQ5TE83Y3VwUmhIYkpQbU5OY253bHNDVkozX1p1TnZqMUQzSVJoam9YMnI0RU40a0R2aDJlbmVBaHEzYW1taF9Ka2xDaklkVEJoYzBqZVNYcThfcmI2Q1dvbkNaOTF5OHBkZTR1MGd6UDRORXVfVVZLRVRGYnkyeHRkWUVNQWJNNVhWTFpmU2ZsYld5eGZ3RERXVW4wbzlid1o0SEZvXzc1OF80aldfV1pzMkp2UVdEX1htYnQyX0doQWhkSmJwUkF4SFIxWklpVmFNZw?oc=5
Gone are the days when a ‘good job’ gets you a house – and now we have the data to prove it | Greg Jericho,The Guardian,UK,liberal,interest rate hike,0.34006584882736207,0.8,0.5,0.3499999940395355,0.0003292560577392578,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQcVktYUhUM18xd3JfRFhkUVB4SkNIRGlLWk12UnR3Mzd6OVFYemw4V3plMFdqb2NJS2h4UnEwVXVKcnA4VXBHaFlRc3VFMWxadTk2ckprVERkanVzRTZwNERMUWc2SmRCdXJaVU9EVExIaVFNSTdnSGgyT2xLS09rUHdyLVZURENURm9pRWZ3TEJUNTg1X3dGTUpuWG9VTXdIdlJfVUcxcG9RcXc5YmZMb1pWQU5Fa1c0UlliLVhTakVYdXRJZEp4ek5aS2NOYnkyX3Nqam9EdUpjazJUZ3lZbXpB?oc=5
Here’s why Australia should build more smaller houses rather than fewer big ones | Peter Mares,The Guardian,UK,liberal,interest rate hike,0.36016382873058317,0.6,0.5,0.3999999985098839,0.0008191466331481934,https://news.google.com/rss/articles/CBMizgFBVV95cUxQNHkwV1ZYYXJ4LVc0VWpzQWVrWlVLS0c0V2JVZGtqRlNFc25lQ1hFY0JfYmctS1pySm9jUHU0MUx6VE51cks0N3VIbzNXeG5jVEEzWkZ3bklFT2hMcGlqUzJuWkhZYmJKX1lpTGNfYWhXMkVsSzhUOEtydmhqcmU0aFZUZlUwZmJuY3JxTm14cF9uYTZ5OUdMbkFJS1puWm9lMTRKbVU5ODVaRUI3bnZWeTV2eXl1OERiUTdjY2NTY3B2cVI3cVpUYzMzU1RCZw?oc=5
Wall Street plummets over Trump recession fears,The Telegraph,UK,conservative,interest rate hike,0.19758337769985201,0.5,0.0937,0.3999999985098839,0.0005168914794921875,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQaEQ5ZlozeEdrblNkeV91RmJ0ZEdKb3VaVE1MLUw2OEhVamFlSE1JQXFGVHVWem5SUUZxOHZyNzRXVFFOUTZrRU1qWTZjUEtoY093UXIyMkc5TDA0VFQ1Q2w1T2c1RFZJVDNueEtrM0JfaDRLRzlRRy1sS2xXTUJqRExSY3BLRzR1ZjRqVnZoMnJjQ2plNVN5N3VvXy1CcUt0dThSR0lXQ05OUm8?oc=5
Trump tariff chaos rattles global stock markets,The Telegraph,UK,conservative,interest rate hike,0.1376597437667847,0.5,0.0937,0.25,0.0008987188339233398,https://news.google.com/rss/articles/CBMipwFBVV95cUxPQXduajlzTlMzVmhmN2M5V2xKdFVvRWpOSGFNRWc5TUZicE0tNXVrV19HY0gzaWd4d0NOYW52QkdKZVhmbzlfUERyaTVybVRpa2NfYXlqTWExQTN6ZVVOcmphc2tiTjBGNXF4aGhsQ3FOdm56eFVsZUgtZnQ5Y2tvYnRReHRnV2xPaGFqSHF2aTFhd25OMEtENXdpcXFPZ19VZThWMjc0RQ?oc=5
Bank of England signals appetite for more rises as interest rates near 15-year high,The Telegraph,UK,conservative,interest rate hike,0.5527315907287598,0.7,0.87995,0.5,0.003757953643798828,https://news.google.com/rss/articles/CBMiogFBVV95cUxQYllUeHd5S2REYVVtS0hYd1FZX0ZXRVRpSXB5Vm5SV3l6OVdjTzh3MXRGY3dzcFJITGFtYTdOZUlBcVZCdnlCNE9mVWFwVkk3WlZvY3BSQ3lYcVU2S1EyYjJFV01CeUZNQkoyM0EwU21OanVQdC1EUnh4c2pWXzlZWXRJR3hQTkt6eFlhRVRuSUhSbkZvSVcwWHlXREdZQzBvMkE?oc=5
"Brace for interest rate rises, warns Bank of England rate-setter",The Telegraph,UK,conservative,interest rate hike,0.5075525432276726,0.7,0.81845,0.44999999925494194,0.0008627176284790039,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOd1Zla2hfWi1TcHI4bzYyM1J6SlNQclNnZHJPc3IxWkQ3WUNTWFVOV0lXMmFEZzNjYzAzNmJDakdiTmxPOUw3dzhvSGwwYlN2S0c5aHRqTkEtRXJXTk1POVdady01bHhranpWYWxUVFRLMFpodklidWZQbEdvd3F3RHd2a0JtN2p5TDZpNDNGV3J0bEo4RGF4Mi1wTnpIQTBnaUlHZmdTcnI?oc=5
"Interest rates may need to rise again, warns Bank of England",The Telegraph,UK,conservative,interest rate hike,0.4192981801748276,0.7,0.648,0.3999999985098839,0.0004909038543701172,https://news.google.com/rss/articles/CBMingFBVV95cUxNbXdITGZYZ3lVeEg0T2ltMm00UnRFRTRDT3p1VjR2ajlqRklmWG1wVUtOWEttSHJUR1FsMVltNE9xSV90WmNicmV5WDJDbjZaTHl1ZWVJc3hRRkgwcG54YklPanBYcWFRR0VtV0s0LUh0T2RHMGVBa3B0ZkhWcXhZc0w5VDFkVXozZTlDUFplZmpjRVJ4eVJiSW1xbUk4dw?oc=5
Trump Declines to Rule Out Recession as Tariffs Begin to Bite,The New York Times,US,liberal,inflation crisis,0.2642901700401306,0.6,0.15960000000000002,0.5,0.002250850200653076,https://news.google.com/rss/articles/CBMigAFBVV95cUxQZERPMVcySHZRVHNYNEItVHQ0T2Z3dTE3ZTQxTm9LWUMxdHFPQlFIUldxRExjakxCOHY5OU84RFdiMkhKZUdoWEc4MDB0OEZMeTBxM0JwOHVBS0NmNlkzUHdTY2QwRFVRcnpUZkF5bGstS25oLVduNDFHdm5ycGlxUg?oc=5
Trump’s Policies Have Shaken a Once-Solid Economic Outlook,The New York Times,US,liberal,inflation crisis,0.3903391582417488,0.7,0.42345,0.5500000007450581,0.00479578971862793,https://news.google.com/rss/articles/CBMihAFBVV95cUxNTHRlY2habjVGSjE3QmJoVW8xV1IxWlE3VE5fWFFZZ000TExoWVdSZTJhOTBoTHhnZFllY2p3Q1lnUGliQzBSZjZzQXRtR2VLRG1jV29QR1l1a191NTNZSmoyTXIwRkJmOVBKcDNDOWhEejdta3dMcm1YNmM1MHZzNUpvN1Y?oc=5
"Egg Prices Are Still Surging, Hitting Consumers’ Wallets",The New York Times,US,liberal,inflation crisis,0.36099580228328704,0.6,0.5,0.3999999985098839,0.0049790143966674805,https://news.google.com/rss/articles/CBMieEFVX3lxTE5CbUpZbmZrQkZCYm11RVlDWmgxYW5xbHViVkF4TnpnY3RTLXVLYXFlZ0Vzd296Sm1jYmtGdEhxaFlfc0hWQXNuSXJEbmk4WVVsTUVNdUlCZUZXbFI5NWg1dElKSGJybDc2VnliRXJzOEZ0cHptQ010MQ?oc=5
C.E.O.s Look Beyond a Rosy Inflation Report,The New York Times,US,liberal,inflation crisis,0.420465786755085,0.6,0.5,0.5500000007450581,0.002328932285308838,https://news.google.com/rss/articles/CBMijwFBVV95cUxQbEVwdF96Z0pCbFdRRnZpdmFIbWZaN05ub05ZcEE4UnlseERhRWRRS2NtYXN1Qnl4R2liRHVUTk1McUxhYXcwMkdBd2dJcjBaZGRUNnRjRTNxeGhPLUdzWmE1b3RETjlZQkotcjN5Rk1ZTnZIUVZuMFJOOURQR2VFMk1FYzdHTkpVdXF0OUlWUQ?oc=5
Stocks Plunge as Recession Talk Gets Louder,The New York Times,US,liberal,inflation crisis,0.24393577244520187,0.6,0.15960000000000002,0.44999999925494194,0.0004788637161254883,https://news.google.com/rss/articles/CBMikAFBVV95cUxPUDM2ZmdKODRlX0VMTE9faWtrWkhDb0xDV3FaY09KLXlMaXpTVGIwdFNKQllVYmhNQzZJN0ZhazhLYUpCeDRzTVBFWktNdzhOUlB4MURNZ0I3aV9vZkVMeUhCaFFTajR6MDlPeEFrcXlwbFA4S1BEVXMzRl9ITHN3RC1HWkllSVpfVWluWWctUGk?oc=5
It’ll be tough for Trump to dig his way out of this one,CNN,US,liberal,inflation crisis,0.3301165148615837,0.5,0.375,0.44999999925494194,0.000582575798034668,https://news.google.com/rss/articles/CBMifEFVX3lxTFBaaWM3djhoM1d2UmNZNXJqb2lzNmEzRnlvRzJhYlByenMzYU81M0pUWnY0YU9zUjR0SHVyYjdzdmxsRm1Ba0hxYTNTWkF0b1RYdmRiSkdydWUwLUlvMFJaSktFdFpxUnlfb18tOUlsQ1dtY1FyeEJuMHRvWlXSAXNBVV95cUxQcHp3RV9WVUVOS3FXRmdtVTVzY3lqaWFySzNiZjZoeFdtcmVtWDNBbkFpOWRsRW43dG1yUkp6alpoanRUbTNreVo5LXhnWC1yUG9NS3Y5QVhWWGpNQWdaUVRwYnQtdzlyLXFVMmU2R2NXZG5R?oc=5
Trump just said groceries will be more affordable ‘very soon.’ He’s also said that might be very hard to achieve,CNN,US,liberal,inflation crisis,0.3327443829727173,0.7,0.33155,0.5,0.0006219148635864258,https://news.google.com/rss/articles/CBMilAFBVV95cUxNMUlGRm1Ud3BzUzUza1hQOTRHdFFWc2kyb044Q3MwS2NYVUxaa0JMZ01wdFNvVjZyczZYZEVSMVh3Z05RYzY5WGFLd3A4WGJqb1JWUUJjbkpBb0NwVEFGVDlnelFqN1h3SzBvZEZla0tOZ1BFX1l3RVhMajN1NmtnbWdLR083WE9lSE9lZ001ckFPaDNZ0gGLAUFVX3lxTFA0MUZOTnFSLXRHejlkYXNfV2lvenNmYjI4QV9uTXZPRUFJVXMyVVRnVkNMdjdUaDF1ZHJfYzFIcFo3emZ1UE1id0Z6d2VkVTZVV3NROWdsdU9JalVtNXdURTRBTHlGbUFsenlCTjBzcUlWall1MzVOTFdORlBDUW9sS1NZbVlpSFR0R3c?oc=5
Wall Street is turning its back on Trump and flashing an economic warning,CNN,US,liberal,inflation crisis,0.25407832932472224,0.6,0.32999999999999996,0.29999999701976776,0.010391652584075928,https://news.google.com/rss/articles/CBMijAFBVV95cUxNa01yZmtEUUtScERndDV0ZXl6bC1sdXIwbDNMUUJQQ0xOZ1NFdXFGMmdPUUh2a0pFWkhocURRcWIzMmRIWWRVcGFXRV9jSURmd080X3lnQ0tXNk1sNVhxY0F1dVdsajJMVHQ5Zmdnd2s4encyeHdES3lRbkVpVjIwVGh0aVh1UTlkWko2a9IBgwFBVV95cUxNR0U4RkF2VkswSkNyTVJOZTUzOFdaS0ZqX0VfWlBCWWVQeTdNS2N3WmlaZXBDZXVpM1ROSnplRnlWdl9abDVIMmxHN0ZrV3JNZlhNQXR6bUFWV3c4RmZ6ckVxMkJBaGljLWtmd01ISHJfeUVJa0Y2UkFNS1U0dmtFWUFRUQ?oc=5
Exit poll results 2024,CNN,US,liberal,inflation crisis,0.4001227855682373,0.5,0.5,0.5,0.0006139278411865234,https://news.google.com/rss/articles/CBMiV0FVX3lxTFBkd1c2eHBjUVF6STNJNlVRWHBxczZPTDRUY3kyUGR1WVN6RVgwc1BOS0J5UnlBdGI3dkdPbmlveWNZemFrdW5KNk1OdS1vYXotek05TmtZUQ?oc=5
Business News,CNN,US,liberal,inflation crisis,0.4203690126538277,0.6,0.5,0.5500000007450581,0.0018450617790222168,https://news.google.com/rss/articles/CBMiQkFVX3lxTE9KTnlEWmF6MW9zbkp2Y05zQ2t5eWpxV3JWT05ZaHpQTzRRX0EtOXU5TlNCZ2JabE9ObGhCanpBV1N4Zw?oc=5
New poll flashes warning sign on a top issue for Trump during campaign,Fox News,US,conservative,inflation crisis,0.285809708404541,0.7,0.352,0.3499999940395355,0.025048553943634033,https://news.google.com/rss/articles/CBMimgFBVV95cUxOMHRCWXkyNkd6XzlBWXNqcXhrd013UHVLUHZWMTlQSzJxSEFuQUlzSWNFUV8zdk1WLXZkVHJxdWRiTUFlRG9YLVVlaFloNVhaZDAwbFdiOGpZNjBTVjd5aVBrV3VuV3JDcWp2SlJ1emRTS1V4aUdFaHhhZjR0SnJQTUVMMnBFZklDR3Y4dWRqY1g3d05ZRWFBZVpB0gGfAUFVX3lxTE5HSUluNHZMNjVEeXRXSEtQQk1iZXpoazdFZTF6bnJ1SXRsZzhCb1IxVUE1V0JDdzVsekx1NFNUWl9aakMxVGtLRG9KZnVpbU5YUnp5YTNwYUw0TVJyVlo4Z1I2NmJVeXZwakh6QXJTT2pmcW11T1N0WktIS0dnaXlKZThtZVRianUza0o0cmNoTG11Y2ZsWDlrbXBIZWs0SQ?oc=5
"UN prepping for spending cuts as DOGE roots out waste in US, internal docs show",Fox News,US,conservative,inflation crisis,0.23216073652267458,0.6,0.07990000000000003,0.5,0.0010036826133728027,https://news.google.com/rss/articles/CBMinwFBVV95cUxQUlF6Wms0STB4M1JfZmc3MlhKN0o2aktLcHlEWVRKVzlZWDlyNlZ0eUNhMlRoOS1VOWpsMi04dEhIcU5pWnFXNHdaV3R3djRoUU9zOU5Mek5zeVZldzZxUHUtandISWIwOTFsWm53UjVhSTFTRHJrS2NJaERoTzdtNXdCVnFPMzhKcW5GTmM3OTFONmIwMXB5Qk1BeUE2TW_SAaQBQVVfeXFMTmJLUW9ZZlNFcTBFaXNQVjl2TG5EdVBNZTl6NGNqUDNYSXNyRThhWDRWc0hfQTlucFE1bnRISlY5VEg4ZHBOQ1VYdkZ5S3VpVi1jRFRiaXllXzNvLW9tWmp2OWptcWFfZ19EVU51LU5oekFtLUxwYlVDQjVpWU9pcXJqdVZ4eHFGY0VsZGUzZmg1aThMZExKZ1VnRW1yNWtQb0FBTnA?oc=5
